major,Semester,Year,degree,university,top,G-V,G-Q,G-A,gpa-norm,toefl,acceptance
EE,Fall,2016,MS,Arizona State University,,0.675,0.95,3,0.85,100,Rej
CS,Fall,2016,MS,Arizona State University,15/211,0.75,0.75,2,,82,Rej
CS,Fall,2014,MS,Arizona State University,,,,,,,AD
EE,Fall,2014,PhD,Arizona State University,,,,,0.825,,Rej
CS,Fall,2014,PhD,Arizona State University,,,,,0.9,,AD
EE,Fall,2014,MS,Arizona State University,,,,,0.9,,AD
EE,Fall,2016,MS,Arizona State University,15/211,,,,,,AD
CS,Fall,2015,PhD,Arizona State University,,,,,0.775,,AD
CS,Fall,2015,MS,Arizona State University,,,,,0.9,,AD
Mech,Fall,2014,MS,Arizona State University,15/211,0.675,0.9,3,0.95,104,AD
EE,Fall,2013,MS,Arizona State University,,,,,,,AD
CS,Fall,2015,MS,Arizona State University,,,,,0.75,,AD
EE,Fall,2012,,Arizona State University,15/211,0.65,0.85,4,,108,
Envir,Fall,2015,MS,Arizona State University,15/211,,,,,,AD
EE,Fall,2013,MS,Arizona State University,,,,,,,AD
EE,Fall,2012,PhD,Arizona State University,,,,,,,AD
EE,Fall,2016,MS,Arizona State University,15/211,0.8,1,3,,115,AD
EE,Fall,2013,MS,Arizona State University,30/211,,,,,,Rej
EE,Fall,2013,MS,Arizona State University,,,,,0.8,,AD
EE,Fall,2014,PhD,Arizona State University,15/211,,,,,,AD
CS,Fall,2012,PhD,Arizona State University,,0.575,0.925,4,,102,AD
EE,Fall,2014,MS,Arizona State University,30/215,,,,,,AD
CS,Fall,2013,PhD,Arizona State University,30/211,0.75,0.475,4,,96,AD
EE,Fall,2013,MS,Arizona State University,,,,,,,AD
CS,Fall,2014,MS,Arizona State University,,,,,,,Rej
IEOR,Fall,2016,MS,Arizona State University,15/211,0.75,0.75,1,,91,AD
EE,Fall,2012,MS,Arizona State University,,,,,,,AD
EE,Fall,2015,MS,Arizona State University,,,,,,,AD
EE,Fall,2013,MS,Arizona State University,30/211,,,,,,AD
Envir,Fall,2012,MS,Arizona State University,15/211,,,,0.7,93,Rej
EE,Fall,2013,PhD,Arizona State University,15/211,0.6,0.975,3,0.766666667,93,AD
Material,Fall,2013,MS,Auburn University,,,,,0.825,,AD
Mech,Fall,2013,PhD,Auburn University,15/211,0.475,1,3,0.975,98,AD
EE,Fall,2012,PhD,Auburn University,,,,,0.95,,AD
EE,Fall,2012,MS,Auburn University,,,,,0.925,,AD
IEOR,Fall,2012,PhD,Auburn University,,,,,0.9,,AD
ECE,Fall,2012,MS,Auburn University,15/211,0.65,0.9,3.5,0.875,94,AD
Mech,Fall,2012,PhD,Auburn University,30/211,0.875,0.575,3,0.875,100,AD
EE,Fall,2013,MS,Auburn University,,0.6125,0.6125,3,0.875,89,AD
EE,Fall,2014,MS,Auburn University,30/211,,,,0.825,92,AD
EE,Fall,2014,MS,Auburn University,,,,,0.825,,AD
IEOR,Fall,2013,MS,Auburn University,30/211,0.8375,0.8375,3.5,0.8,104,AD
EE,Fall,2014,MS,Auburn University,,,,,0.8,,AD
IEOR,Fall,2013,,Auburn University,,,,,0.8,,
Material,Fall,2013,MS,Auburn University,,,,,0.8,,AD
EE,Fall,2014,MS,Auburn University,,,,,0.775,,AD
EE,Fall,2012,MS,Auburn University,,,,,0.775,,AD
EE,Fall,2014,MS,Auburn University,,0.625,0.625,2,0.775,96,AD
CS,Fall,2012,PhD,Auburn University,,,,,0.775,,AD
Stat/Biostat,Fall,2014,MS,Auburn University,30/211,0.75,0.75,2,0.675,86,AD
EE,Fall,2012,MS,Auburn University,30/211,0.6,0.9,3.5,0,101,AD
EE,Fall,2015,MS,Auburn University,,,,,,,AD
Physics,Fall,2012,MS,Auburn University,,,,,0.875,,AD
EE,Fall,2015,MS,Auburn University,,,,,,,AD
Stat/Biostat,Fall,2013,MS,Auburn University,,,,,0.775,,AD
Mech,Fall,2013,MS,Auburn University,,,,,,,AD
CS,Fall,2013,MS,Auburn University,30/211,0.625,0.625,1,,82,AD
CS,Fall,2015,MS,Auburn University,15/211,0.775,0.775,3,0.775,100,AD
EE,Fall,2014,MS,Auburn University,,0.75,0.75,5,,96,AD
EE,Fall,2013,MS,Auburn University,,,,,0.85,,AD
Mech,Fall,2013,PhD,Auburn University,,,,,,,AD
EE,Fall,2013,MS,Auburn University,,0.35,0.975,3,0.55,,AD
EE,Fall,2013,PhD,Auburn University,,,,,0.775,,AD
MIS/DataScience,Fall,2013,MS,Auburn University,30/211,,,,,103,AD
EE,Fall,2013,MS,Auburn University,30/211,0.7,0.7,3,0.725,90,AD
EE,Fall,2013,PhD,Auburn University,,,,,,,AD
Mech,Fall,2013,PhD,Auburn University,,,,,0.15,,AD
EE,Fall,2016,MS,Auburn University,,,,,,,AD
EE,Fall,2012,MS,Auburn University,30/211,,,,,,AD
EE,Fall,2012,MS,Auburn University,,,,,0.85,,AD
EE,Fall,2014,MS,Auburn University,,,,,,,AD
EE,Fall,2014,MS,Auburn University,,,,,,,AD
EE,Spring,2014,MS,Auburn University,,,,,0.775,,AD
EE,Spring,2014,MS,Auburn University,,,,,0.825,,AD
CS,Fall,2013,MS,Auburn University,30/211,0.625,0.875,3,,107,AD
Other,Fall,2013,MS,Auburn University,30/211,,,,,,AD
EE,Fall,2014,PhD,Auburn University,,,,,0.95,111,AD
EE,Fall,2012,MS,Auburn University,,,,,0.85,,AD
Civil,Fall,2012,MS,Auburn University,,,,,,,AD
EE,Fall,2013,MS,Auburn University,,,,,0.8,,AD
CS,Fall,2015,MS,Auburn University,,,,,,,AD
Chem,Fall,2012,PhD,Auburn University,15/211,0.875,0.575,0,,104,AD
IEOR,Fall,2014,MS,Auburn University,,,,,,,AD
EE,Fall,2014,PhD,Auburn University,15/211,,,,,,AD
IEOR,Fall,2013,MS,Auburn University,,,,,,,AD
EE,Fall,2012,MS,Auburn University,30/211,0.825,0.55,3,0.05,100,AD
CS,Fall,2016,MS,Australian National University,15/211,,,,0.9375,105,AD
CS,Fall,2015,MS,Australian National University,,,,,,,AD
CS,Fall,2015,MS,Australian National University,,,,,0.85,,AD
Other,Fall,2016,MS,Australian National University,,,,,0.866666667,,AD
EE,Fall,2012,MS,Australian National University,,,,,,,AD
Financial,Fall,2014,MS,Baruch College,,,,,0.95,,Rej
Financial,Fall,2014,MS,Baruch College,,,,,0.875,,Rej
Financial,Fall,2015,MS,Baruch College,,,,,0.95,,AD
Financial,Fall,2015,MS,Baruch College,,,,,0.9,,Rej
Financial,Fall,2014,MS,Baruch College,,,,,0.9,,AD
Financial,Fall,2012,MS,Baruch College,,,,,0.775,,Rej
Financial,Fall,2016,MS,Baruch College,,,,,0.9,,Rej
Financial,Fall,2015,MS,Baruch College,,,,,,,AD
Financial,Fall,2015,MS,Baruch College,,,,,,,AD
Financial,Fall,2015,MS,Baruch College,,,,,,,AD
Financial,Fall,2014,MS,Baruch College,,,,,0.925,,AD
Financial,Fall,2016,MS,Baruch College,15/211,0.75,0.75,6,0.925,104,Rej
Financial,Fall,2014,MS,Baruch College,,,,,,,AD
Financial,Fall,2013,MS,Baruch College,15/211,0.325,0.2,4.5,,104,AD
Financial,Fall,2016,MS,Baruch College,,,,,0.925,,Rej
Financial,Fall,2012,MS,Baruch College,,,,,,,AD
Financial,Fall,2015,MS,Baruch College,,,,,,,AD
Financial,Fall,2015,MS,Baruch College,,,,,,,Rej
Financial,Fall,2015,MS,Baruch College,,,,,,,Rej
Econ,Fall,2014,MS,Baylor University,,,,,1,,AD
Bio,Fall,2012,PhD,Baylor University,30/211,0.275,0.775,2.5,0.775,93,Rej
MIS/DataScience,Fall,2014,MS,Baylor University,,,,,0.75,,AD
MIS/DataScience,Fall,2014,MS,Baylor University,15/211,0.75,0.75,6,,108,AD
Stat/Biostat,Fall,2015,MS,Baylor University,15/211,0.65,0.775,3,0.8,95,AD
Stat/Biostat,Fall,2015,PhD,Baylor University,,0.525,1,3,0.925,99,Rej
Stat/Biostat,Fall,2012,MS,Baylor University,,,,,,,AD
Stat/Biostat,Fall,2013,PhD,Baylor University,30/211,0.6,0.975,3.5,0.775,,Rej
CS,Fall,2013,MS,Baylor University,30/211,,,,,97,AD
Stat/Biostat,Fall,2013,PhD,Baylor University,,,,,,,Rej
MIS/DataScience,Fall,2013,MS,Baylor University,,,,,,,AD
CS,Fall,2012,MS,Baylor University,15/211,0.8,0.525,3,,103,AD
CS,Fall,2014,MS,Baylor University,,,,,0.85,,AD
MIS/DataScience,Fall,2014,MS,Baylor University,30/211,,,,,,AD
CS,Fall,2013,MS,Baylor University,,,,,0.925,,AD
EE,Fall,2015,MS,Baylor University,15/211,0.625,0.625,6,,103,AD
Stat/Biostat,Fall,2015,PhD,Baylor University,,,,,0.775,,Rej
MIS/DataScience,Fall,2013,MS,Baylor University,,,,,1,,AD
Stat/Biostat,Fall,2015,PhD,Baylor University,,,,,,,Rej
Financial,Fall,2014,MS,Beihang University,15/211,0.45,0.9,3.5,0.9,98,Rej
CS,Fall,2015,MS,Beihang University,15/211,0.6,1,3,,107,Rej
CS,Fall,2016,MS,Beihang University,30/211,0.8375,0.8375,3,,102,AD
CS,Fall,2016,MS,Beihang University,15/211,0.8375,0.8375,3,,102,AD
Stat/Biostat,Fall,2016,MS,Beijing Jiaotong University,30/211,0.65,1,3.5,0.95,105,AD
Civil,Fall,2015,,Beijing Jiaotong University,,,,,,,
EE,Fall,2014,MS,Beijing Jiaotong University,,,,,,,Rej
CS,Fall,2016,MS,Beijing University of Post and Telecommunications,,,,,0.9,,Rej
CS,Fall,2014,MS,Beijing University of Post and Telecommunications,15/211,0.675,0.85,4,0.7,100,Rej
Other,Fall,2014,MS,Beijing University of Post and Telecommunications,,,,,,,AD
CS,Fall,2014,MS,Beijing University of Post and Telecommunications,30/211,0.675,0.925,3,,102,Rej
CS,Fall,2013,MS,Beijing University of Post and Telecommunications,30/211,0.75,0.75,0,,105,AD
Bio,Fall,2016,MS,Beijing University of Post and Telecommunications,,,,,,,Rej
MIS/DataScience,Fall,2015,MS,Beijing University of Post and Telecommunications,,,,,,,AD
MIS/DataScience,Fall,2016,MS,Beijing University of Post and Telecommunications,15/211,,,,,,AD
CS,Fall,2016,MS,Beijing University of Post and Telecommunications,30/211,,,,,,Rej
MIS/DataScience,Fall,2013,,Bentley University,,,,,0.88,,
MIS/DataScience,Fall,2013,MS,Bentley University,,,,,0.916666667,,AD
MIS/DataScience,Fall,2013,,Bentley University,30/211,0.55,0.9,3.5,0.9,101,
MIS/DataScience,Fall,2013,MS,Bentley University,15/211,0.75,0.925,3.5,0.975,107,AD
MIS/DataScience,Fall,2014,MS,Bentley University,15/211,0.325,0.2,0,0.95,,AD
CS,Fall,2015,MS,Bentley University,15/211,,,,0.9,98,Rej
CS,Fall,2013,MS,Bentley University,30/211,0.7,0.9,4,0.85,109,AD
MIS/DataScience,Fall,2015,MS,Bentley University,,,,,0.825,,AD
MIS/DataScience,Fall,2014,MS,Bentley University,,,,,0.8,,AD
CS,Fall,2016,MS,Bentley University,30/211,0.7625,0.7625,4,0.775,105,Rej
Other,Fall,2014,MS,Bentley University,,,,,0.75,,AD
MIS/DataScience,Fall,2014,MS,Bentley University,,,,,0.75,,AD
MIS/DataScience,Fall,2012,MS,Bentley University,30/211,0.725,0.9,3.5,0.725,,AD
MIS/DataScience,Spring,2015,MS,Bentley University,,,,,0.9,,AD
MIS/DataScience,Fall,2014,MS,Bentley University,,0.75,0.75,6,,108,AD
MIS/DataScience,Fall,2014,MS,Bentley University,30/211,0.625,0.9,4,,107,AD
MIS/DataScience,Fall,2013,MS,Bentley University,30/211,0.775,0.9,3,,92,Rej
MIS/DataScience,Fall,2013,MS,Bentley University,,,,,,,AD
MIS/DataScience,Fall,2013,MS,Bentley University,,,,,,,AD
MIS/DataScience,Fall,2013,MS,Bentley University,,,,,0.933333333,,AD
MIS/DataScience,Fall,2015,MS,Bentley University,,,,,,,AD
MIS/DataScience,Fall,2014,MS,Bentley University,15/211,0.725,0.9,4,0.97,107,AD
MIS/DataScience,Fall,2014,MS,Bentley University,,,,,0.95,,AD
CS,Fall,2013,MS,Bentley University,,0.85,0.55,4,0.875,108,Rej
MIS/DataScience,Fall,2015,MS,Bentley University,,,,,,,AD
EE,Fall,2013,MS,Binghamton University,30/211,0.7,0.7,3,0.725,90,Rej
Mech,Spring,2015,PhD,Binghamton University,15/211,0.5,1,3,0.975,97,AD
Bio,Fall,2016,MS,Binghamton University,,,,,0.85,,AD
EE,Fall,2015,MS,Binghamton University,30/211,0.45,0.925,3,0.85,95,AD
EE,Fall,2015,MS,Binghamton University,30/211,0.45,0.925,3,0.85,95,AD
EE,Fall,2014,MS,Binghamton University,,,,,0.925,,Rej
Mech,Fall,2013,PhD,Binghamton University,15/211,0.475,1,3,0.975,98,AD
EE,Fall,2014,MS,Binghamton University,,,,,0.925,,AD
Material,Fall,2016,PhD,Binghamton University,,,,,0.95,,AD
EE,Fall,2014,MS,Binghamton University,,,,,0.875,,AD
EE,Fall,2013,MS,Binghamton University,30/211,0.6125,0.6125,3,0.875,89,AD
Material,Fall,2016,MS,Binghamton University,,,,,0.85,,AD
EE,Fall,2013,MS,Binghamton University,30/211,,,,0.825,,AD
EE,Spring,2013,MS,Binghamton University,,,,,0.825,,AD
IEOR,Fall,2013,MS,Binghamton University,30/211,,,,0.8,,AD
Material,Fall,2012,MS,Binghamton University,30/211,0.7,0.425,0,0.8,96,Rej
EE,Fall,2016,MS,Binghamton University,,,,,0.775,,AD
EE,Fall,2014,MS,Binghamton University,,,,,0.775,,AD
Mech,Fall,2012,PhD,Binghamton University,,,,,0.775,,AD
Mech,Fall,2016,PhD,Binghamton University,,,,,0.75,,Rej
CS,Fall,2015,,Binghamton University,30/211,,,,0.7,,
CS,Fall,2015,,Binghamton University,30/211,,,,0.7,,
CS,Fall,2016,MS,Binghamton University,,,,,,,AD
Bio,Fall,2013,MS,Binghamton University,,,,,,,AD
Stat/Biostat,Fall,2013,PhD,Binghamton University,,,,,,,AD
Physics,Fall,2015,PhD,Binghamton University,,,,,,,AD
Material,Fall,2015,PhD,Binghamton University,,,,,0.825,,AD
Material,Fall,2015,PhD,Binghamton University,,0.625,0.625,5,0.95,,AD
Material,Fall,2014,PhD,Binghamton University,,,,,,,AD
IEOR,Fall,2015,MS,Binghamton University,,,,,,,AD
Mech,Fall,2015,MS,Binghamton University,,,,,,,AD
IEOR,Fall,2013,MS,Binghamton University,,,,,,,AD
CS,Fall,2015,MS,Binghamton University,,,,,0.75,,AD
Mech,Fall,2014,PhD,Binghamton University,15/211,0.675,0.85,3,0.95,100,AD
EE,Fall,2014,MS,Binghamton University,,,,,0.75,,AD
Material,Fall,2015,PhD,Binghamton University,,,,,,,AD
EE,Fall,2012,PhD,Binghamton University,15/211,,,,,,AD
CS,Fall,2015,MS,Binghamton University,,,,,,,Rej
EE,Fall,2015,PhD,Binghamton University,,,,,,,AD
Mech,Fall,2013,MS,Binghamton University,,,,,0.75,,Rej
EE,Fall,2013,PhD,Binghamton University,15/211,0.625,0.85,3,,98,AD
CS,Fall,2016,MS,Binghamton University,,,,,,,AD
Stat/Biostat,Fall,2015,PhD,Binghamton University,,,,,,,AD
EE,Fall,2013,MS,Binghamton University,,,,,,,Rej
Other,Fall,2014,MS,Boston College,,,,,0.825,,AD
Edu,Fall,2013,MS,Boston College,,,,,,,AD
Chem,Fall,2013,PhD,Boston College,,,,,0.925,,Rej
MIS/DataScience,Fall,2016,MS,Boston International Academy,15/211,,,,,,AD
ECE,Fall,2015,MS,Boston University,30/211,0.725,0.95,3,0.99,105,AD
Financial,Fall,2015,MS,Boston University,,,,,0.98,,AD
Econ,Fall,2015,MS,Boston University,30/211,0.7375,0.7375,3,0.93,,AD
Financial,Fall,2015,MS,Boston University,15/211,0.625,1,3,0.89,107,AD
Financial,Fall,2016,MS,Boston University,30/211,0.75,1,3,0.89,105,AD
CS,Fall,2015,MS,Boston University,30/211,0.6875,0.6875,3,1,96,AD
Mech,Fall,2013,PhD,Boston University,15/211,0.775,0.875,3,0.9375,93,AD
EE,Fall,2012,MS,Boston University,,0.65,0.9,3.5,0.9625,108,AD
EE,Fall,2016,MS,Boston University,15/211,0.575,0.95,3.5,0.9125,95,AD
EE,Fall,2013,MS,Boston University,15/211,0.875,0.575,0,0.85,100,Rej
CS,Fall,2014,MS,Boston University,30/211,0.725,0.725,3,0.8375,104,AD
EE,Fall,2016,MS,Boston University,,,,,0.85,,AD
CS,Fall,2014,MS,Boston University,15/211,0.625,0.925,3,0.925,100,AD
CS,Fall,2012,MS,Boston University,,,,,0.825,,AD
EE,Fall,2014,MS,Boston University,,,,,0.825,,AD
EE,Fall,2012,MS,Boston University,,,,,0.8,,Rej
CS,Fall,2012,PhD,Boston University,,,,,0.95,,Rej
Material,Fall,2012,MS,Boston University,,,,,0.833333333,,AD
EE,Fall,2013,MS,Boston University,15/211,0.575,0.975,3.5,0.75,104,AD
EE,Fall,2012,MS,Boston University,15/211,0.775,0.475,3.5,0.733333333,103,Rej
Stat/Biostat,Fall,2016,MS,Boston University,30/211,,,,0.716666667,,Rej
Financial,Fall,2013,MS,Boston University,,,,,0.733333333,,AD
EE,Fall,2015,MS,Boston University,30/211,0.525,1,3,0.7,101,Rej
EE,Fall,2015,MS,Boston University,30/211,0.7375,0.7375,3,0.683333333,100,Rej
EE,Fall,2014,MS,Boston University,15/211,0.7625,0.7625,3,0.875,,Rej
EE,Fall,2015,PhD,Boston University,15/211,0.5,0.975,3,0.975,104,AD
EE,Fall,2015,MS,Boston University,30/211,0.7625,0.7625,3.5,0.975,103,Rej
Stat/Biostat,Fall,2016,MS,Boston University,,,,,0.975,,AD
CS,Fall,2015,MS,Boston University,,0.55,1,4,0.975,104,Rej
EE,Fall,2015,MS,Boston University,,,,,0.975,,AD
Bio,Fall,2015,MS,Boston University,,,,,0.975,,AD
Math,Fall,2015,PhD,Boston University,,,,,0.975,,AD
Math,Fall,2012,PhD,Boston University,,,,,0.975,,AD
EE,Fall,2012,PhD,Boston University,,,,,0.975,,Rej
Stat/Biostat,Fall,2016,MS,Boston University,,,,,0.975,,AD
Bio,Fall,2014,PhD,Boston University,15/211,0.825,1,3,0.975,108,AD
Bio,Fall,2013,MS,Boston University,30/211,0.575,1,3,0.8,109,Rej
EE,Fall,2016,MS,Boston University,30/211,0.7875,0.7875,4,0.95,106,AD
Financial,Fall,2014,MS,Boston University,15/211,0.75,1,3,0.95,107,AD
Financial,Fall,2016,MS,Boston University,15/211,0.75,0.75,0,0.95,100,Rej
Stat/Biostat,Fall,2016,MS,Boston University,,,,,0.95,,Rej
Mech,Fall,2016,MS,Boston University,,,,,0.95,,AD
Financial,Fall,2015,MS,Boston University,,,,,0.95,,AD
CS,Fall,2015,MS,Boston University,,,,,0.95,,AD
Stat/Biostat,Fall,2014,MS,Boston University,,,,,0.9,,AD
Stat/Biostat,Fall,2012,MS,Boston University,,,,,0.95,,AD
Chem,Fall,2015,PhD,Boston University,,,,,0.95,,AD
Financial,Fall,2015,MS,Boston University,,,,,0.95,,AD
Financial,Fall,2015,MS,Boston University,,,,,0.95,,AD
CS,Fall,2014,MS,Boston University,,,,,0.95,,Rej
Stat/Biostat,Fall,2016,MS,Boston University,,,,,0.95,,AD
Bio,Fall,2012,PhD,Boston University,,,,,0.95,,AD
Financial,Fall,2013,MS,Boston University,15/211,0.75,1,3,0.925,112,Rej
EE,Fall,2016,MS,Boston University,30/211,0.575,1,3,0.925,99,AD
CS,Fall,2016,MS,Boston University,30/211,0.65,0.9,3.5,0.925,109,AD
EE,Fall,2016,MS,Boston University,,,,,0.925,,AD
Financial,Fall,2014,MS,Boston University,,,,,0.925,,Rej
Material,Fall,2015,MS,Boston University,15/211,0.725,0.725,3.5,0.925,105,AD
EE,Fall,2012,MS,Boston University,,,,,0.925,,AD
EE,Fall,2015,MS,Boston University,15/211,0.575,0.975,3,0.925,100,AD
EE,Fall,2014,MS,Boston University,30/211,0.75,0.75,3,0.925,101,Rej
Mech,Fall,2013,PhD,Boston University,15/211,,,,0.925,98,AD
Financial,Fall,2014,MS,Boston University,,,,,0.925,,AD
Stat/Biostat,Fall,2015,MS,Boston University,,,,,0.925,,AD
EE,Fall,2012,MS,Boston University,,,,,0.925,,AD
Stat/Biostat,Fall,2016,MS,Boston University,15/211,0.85,0.85,3.5,0.925,107,AD
EE,Fall,2012,MS,Boston University,,,,,0.925,,Rej
EE,Fall,2012,MS,Boston University,,,,,0.925,,Rej
CS,Fall,2015,MS,Boston University,,,,,0.925,,AD
EE,Fall,2015,MS,Boston University,,,,,0.925,,AD
EE,Fall,2015,MS,Boston University,,,,,0.925,,AD
Stat/Biostat,Fall,2015,MS,Boston University,,,,,0.925,,AD
Financial,Fall,2015,MS,Boston University,,,,,0.925,,AD
Financial,Fall,2016,MS,Boston University,,,,,0,,AD
Stat/Biostat,Fall,2016,MS,Boston University,,,,,0.925,,AD
Stat/Biostat,Fall,2012,PhD,Boston University,,,,,0.925,,Rej
EE,Fall,2012,MS,Boston University,15/211,0.75,0.85,4,0.9,107,AD
Physics,Fall,2016,PhD,Boston University,,,,,0.9,,AD
Financial,Fall,2016,MS,Boston University,,,,,0.9,,Rej
Mech,Fall,2016,MS,Boston University,,,,,0.9,,AD
Stat/Biostat,Fall,2014,MS,Boston University,30/211,0.6,1,3,0.9,110,AD
EE,Fall,2014,PhD,Boston University,,,,,0.9,,AD
EE,Fall,2013,MS,Boston University,30/211,0.55,0.95,3.5,0.9,103,Rej
EE,Fall,2012,MS,Boston University,15/211,0.525,0.975,3.5,0.9,104,AD
IEOR,Fall,2013,MS,Boston University,,,,,0.9,,AD
CS,Fall,2013,MS,Boston University,,,,,0.9,,AD
Financial,Fall,2015,PhD,Boston University,,,,,0.9,,Rej
EE,Fall,2012,MS,Boston University,,,,,0.9,,AD
,Fall,2012,MS,Boston University,,,,,0.875,,AD
EE,Fall,2014,MS,Boston University,,,,,0.9,,AD
Stat/Biostat,Fall,2014,MS,Boston University,,,,,0.9,,AD
CS,Fall,2014,MS,Boston University,,,,,0.9,,Rej
CS,Fall,2014,MS,Boston University,,,,,0.9,,AD
EE,Fall,2012,PhD,Boston University,,,,,0.9,,Rej
Stat/Biostat,Fall,2015,MS,Boston University,,,,,0.9,,AD
EE,Fall,2015,MS,Boston University,,,,,0.9,,Rej
Stat/Biostat,Fall,2014,MS,Boston University,30/211,0.825,0.875,3,0.875,108,AD
Stat/Biostat,Fall,2015,MS,Boston University,30/211,0.6,1,3,0.875,,AD
CS,Fall,2013,MS,Boston University,,,,,0.875,,AD
CS,Fall,2015,MS,Boston University,30/211,0.775,0.775,3,0.875,101,AD
Financial,Fall,2014,MS,Boston University,30/211,0.75,0.75,4,0.875,104,Rej
EE,Fall,2014,MS,Boston University,30/211,0.575,0.925,3,0.875,103,AD
Stat/Biostat,Fall,2014,MS,Boston University,15/211,0.7,0.925,3.5,0.875,102,AD
EE,Fall,2014,MS,Boston University,30/211,0.675,1,3,0.875,101,Rej
EE,Fall,2014,MS,Boston University,30/211,,,,0.875,100,Rej
EE,Fall,2015,MS,Boston University,,,,,0.875,,AD
EE,Fall,2013,MS,Boston University,15/211,0.8125,0.8125,4,0.875,100,AD
Stat/Biostat,Fall,2013,MS,Boston University,15/211,0.575,0.975,3.5,0.875,109,AD
Bio,Fall,2016,PhD,Boston University,,,,,0.875,,AD
Stat/Biostat,Fall,2012,MS,Boston University,15/211,0.825,0.525,0,0.875,96,Rej
Stat/Biostat,Fall,2015,MS,Boston University,,,,,0.875,,AD
Mech,Fall,2016,MS,Boston University,30/211,0.475,1,3,0.875,,AD
CS,Fall,2015,MS,Boston University,,,,,0.75,,AD
CS,Fall,2012,PhD,Boston University,15/211,0.8,0.525,0,0.875,101,Rej
Stat/Biostat,Fall,2015,PhD,Boston University,,,,,0.85,,Rej
Stat/Biostat,Fall,2012,MS,Boston University,,,,,0.875,,AD
CS,Fall,2013,MS,Boston University,,,,,0.875,,AD
Material,Fall,2013,MS,Boston University,,,,,0.875,,AD
Material,Fall,2016,PhD,Boston University,,,,,0.875,,Rej
Financial,Fall,2016,MS,Boston University,,,,,0.875,,Rej
Financial,Fall,2012,MS,Boston University,,,,,0.875,,Rej
Material,Fall,2015,MS,Boston University,,,,,0.875,,AD
Other,Fall,2015,MS,Boston University,,,,,0.875,,AD
EE,Fall,2012,MS,Boston University,30/211,0.525,0.825,3,0.85,97,AD
CS,Fall,2013,MS,Boston University,30/211,0.475,0.825,3.5,0.85,96,AD
CS,Fall,2012,PhD,Boston University,15/211,0.85,0.55,3.5,0.85,102,AD
EE,Fall,2012,MS,Boston University,30/211,0.75,0.75,0,0.825,100,Rej
CS,Fall,2014,PhD,Boston University,30/211,,,,0.85,,AD
EE,Fall,2014,MS,Boston University,15/211,0.55,0.85,3,0.85,97,AD
EE,Fall,2016,MS,Boston University,,,,,0.85,,AD
Financial,Fall,2013,MS,Boston University,30/211,0.6,0.9,3,0.85,108,Rej
CS,Fall,2015,MS,Boston University,,,,,0.825,,AD
EE,Fall,2015,MS,Boston University,,,,,0.85,,AD
EE,Fall,2014,MS,Boston University,,,,,0.85,,AD
MIS/DataScience,Fall,2016,MS,Boston University,15/211,,,,0.85,96,AD
MIS/DataScience,Fall,2016,MS,Boston University,15/211,,,,0.85,96,AD
CS,Fall,2015,MS,Boston University,15/211,0.75,0.75,3.5,0.85,100,AD
CS,Fall,2015,MS,Boston University,15/211,0.75,0.75,3.5,0.85,100,AD
